112,67732,1.97794,1.52167,0.212842,0.094066,0.710102,-0.92531,1.24796,0.160331,-1.07804,1.35005,-0.556019,0.798633,0.74122,-0.66676,0.581978,0.382811,0.282334,-0.54829,0.115899,-1.26172,0.433297,0.397395,-0.36245,2.10874,0.597417,0.539715,0.068423,-0.495226,-0.221403,0.157718,-1.32054,-0.5205,-0.428338,-2.55557,-0.158654,-0.00893101
112,67496,2.17794,1.72167,0.212842,0.094066,0.710102,-0.92531,1.24796,0.160331,-1.47804,1.15005,-0.956019,0.798633,0.94122,-0.66676,0.581978,0.382811,0.482334,-0.54829,0.315899,-1.26172,0.433297,0.397395,-0.36245,2.30874,0.397417,0.339715,0.268423,-0.495226,-0.221403,0.157718,-1.52054,-0.5205,-0.428338,-2.55557,-0.158654,-0.00893101
112,67423,1.57794,1.52167,0.412842,-0.105934,0.710102,-0.92531,1.04796,0.160331,-1.07804,1.55005,-0.756019,0.998633,1.14122,-0.66676,0.781978,0.582811,0.682334,-0.54829,0.315899,-1.06172,0.633297,0.397395,-0.56245,2.10874,0.597417,0.539715,-0.131577,-0.495226,-0.621403,0.357718,-1.72054,-0.5205,-0.028338,-2.55557,-0.158654,-0.00893101
112,67320,1.97794,1.72167,0.412842,0.294066,0.710102,-0.92531,1.44796,0.360331,-0.87804,1.75005,-0.556019,0.598633,0.54122,-0.66676,0.181978,0.382811,0.482334,-0.74829,0.115899,-1.46172,0.633297,0.597395,-0.36245,2.10874,0.797417,0.339715,0.068423,-0.495226,-0.021403,-0.442282,-1.12054,-0.9205,0.371662,-2.35557,-0.358654,0.191069
112,67303,1.97794,1.92167,0.412842,0.294066,0.710102,-0.92531,1.44796,0.360331,-1.47804,1.95005,-0.756019,0.598633,0.94122,-0.66676,0.581978,0.382811,0.282334,-0.74829,0.315899,-1.26172,0.833297,0.797395,-0.36245,2.10874,0.797417,0.339715,-0.131577,-0.495226,-0.021403,-0.242282,-1.72054,-0.9205,-0.428338,-2.35557,-0.558654,0.191069
112,67271,1.97794,1.52167,0.412842,0.494066,0.510102,-1.52531,1.44796,-0.039669,-0.87804,1.75005,-0.556019,-0.001367,0.74122,-0.26676,0.181978,0.582811,0.282334,-0.54829,0.115899,-1.26172,0.833297,0.397395,-0.16245,2.10874,0.997417,-0.060285,0.068423,-0.295226,-0.021403,-0.442282,-1.12054,-0.7205,0.371662,-2.55557,-0.358654,0.391069
112,67260,1.57794,1.52167,0.612842,0.494066,0.710102,-0.92531,1.44796,0.360331,-0.87804,1.75005,-0.756019,0.198633,0.54122,-0.66676,0.381978,0.382811,0.282334,-0.74829,0.315899,-1.26172,0.433297,0.397395,-0.56245,2.10874,0.597417,0.339715,0.068423,-0.295226,-0.421403,-0.242282,-1.32054,-0.9205,0.171662,-2.55557,-0.358654,0.191069
112,67244,1.97794,1.32167,0.412842,0.494066,0.910102,-1.52531,1.64796,-0.439669,-0.67804,1.35005,-0.756019,-0.001367,0.74122,-0.26676,0.181978,0.382811,0.482334,-0.54829,0.115899,-1.06172,0.833297,0.197395,-0.36245,2.30874,0.597417,0.339715,-0.131577,-0.295226,0.178597,-0.442282,-1.12054,-1.1205,0.171662,-2.55557,-0.158654,0.191069
112,67222,1.77794,0.921668,0.412842,0.494066,0.710102,-1.72531,1.24796,-0.039669,-1.07804,1.15005,-0.756019,-0.60137,0.74122,0.93324,0.381978,-0.417189,0.682334,-1.34829,0.315899,-2.66172,0.633297,-0.00260501,-0.56245,1.90874,0.797417,-0.060285,0.068423,-0.495226,-0.021403,-0.842282,-1.32054,-1.3205,-0.228338,-2.35557,-0.358654,0.591069
112,67218,1.77794,1.32167,0.412842,0.294066,0.910102,-1.52531,1.24796,-0.239669,-1.27804,1.35005,-0.756019,-0.201367,0.54122,-0.46676,0.381978,0.582811,0.282334,-0.74829,0.515899,-1.26172,0.633297,0.397395,-0.36245,2.10874,0.597417,0.339715,0.068423,-0.495226,-0.421403,-0.242282,-1.32054,-0.5205,-0.228338,-2.35557,-0.558654,0.391069
112,67211,1.57794,1.32167,0.212842,0.294066,0.710102,-1.32531,1.04796,-0.239669,-0.87804,1.35005,-0.756019,-0.201367,1.14122,-0.46676,0.581978,0.582811,0.482334,-0.74829,0.115899,-1.26172,0.633297,0.397395,-0.56245,2.10874,0.397417,0.339715,-0.131577,-0.495226,-0.021403,-0.242282,-0.92054,-0.5205,-0.228338,-2.35557,0.041346,0.391069
112,67198,1.97794,1.32167,0.412842,0.294066,0.710102,-1.52531,1.44796,-0.239669,-1.27804,1.75005,-0.556019,-0.401367,0.94122,-0.26676,0.581978,0.582811,0.482334,-0.54829,0.315899,-1.26172,0.833297,0.197395,-0.36245,1.90874,0.797417,0.339715,0.068423,-0.495226,-0.221403,-0.442282,-1.52054,-0.7205,-0.428338,-2.35557,-0.558654,0.191069
112,67195,1.77794,1.72167,0.412842,0.294066,0.510102,-0.92531,1.24796,0.360331,-1.07804,1.75005,-0.756019,0.598633,1.14122,-0.66676,0.581978,0.382811,0.482334,-0.74829,0.515899,-1.26172,0.633297,0.797395,-0.56245,1.90874,0.597417,0.339715,-0.131577,-0.495226,-0.221403,-0.442282,-1.52054,-0.9205,-0.228338,-2.55557,-0.358654,0.191069
112,67181,1.77794,1.52167,0.412842,0.494066,0.910102,-0.92531,1.24796,0.360331,-1.07804,1.75005,-0.756019,0.398633,0.54122,-0.66676,0.381978,0.382811,0.482334,-0.74829,0.515899,-1.26172,0.633297,0.397395,-0.56245,2.10874,0.597417,0.339715,0.068423,-0.495226,-0.421403,-0.042282,-1.32054,-0.9205,-0.028338,-2.55557,-0.558654,0.191069
112,67180,2.17794,1.32167,0.212842,0.494066,0.710102,-1.52531,1.24796,-0.039669,-1.27804,1.75005,-0.756019,-0.001367,0.94122,-0.26676,0.581978,0.382811,0.482334,-0.54829,0.315899,-1.26172,0.433297,0.197395,-0.36245,1.90874,0.597417,0.139715,0.068423,-0.295226,-0.221403,-0.242282,-1.32054,-0.7205,-0.428338,-2.55557,-0.158654,0.391069
112,67179,1.77794,1.32167,0.612842,0.494066,0.710102,-1.52531,1.44796,-0.439669,-0.87804,1.35005,-0.756019,-0.001367,0.94122,-0.06676,0.381978,0.182811,0.482334,-0.54829,0.315899,-1.06172,0.833297,0.197395,-0.36245,2.30874,0.797417,0.339715,0.068423,-0.295226,-0.221403,-0.442282,-1.12054,-1.1205,-0.028338,-2.75557,-0.558654,0.191069
112,67176,1.77794,0.921668,0.412842,0.694066,0.710102,-1.72531,1.24796,-0.239669,-1.07804,1.15005,-0.756019,-1.00137,0.94122,0.93324,0.581978,-0.417189,0.282334,-1.74829,0.315899,-2.46172,0.433297,0.397395,-0.36245,1.70874,0.597417,-0.060285,0.068423,-0.495226,-0.221403,-0.442282,-1.32054,-1.1205,-0.428338,-2.35557,-0.358654,0.391069
112,67185,1.97794,1.32167,0.412842,0.694066,0.710102,-1.32531,1.44796,-0.439669,-0.67804,1.55005,-0.756019,-0.001367,0.74122,-0.46676,0.181978,0.182811,0.482334,-0.74829,0.115899,-1.06172,0.633297,0.597395,-0.36245,2.10874,0.597417,0.139715,0.068423,-0.295226,-0.021403,-0.442282,-1.12054,-1.1205,0.371662,-2.55557,-0.158654,0.191069
112,67174,1.97794,0.721668,0.612842,0.494066,0.710102,-1.72531,1.44796,-0.039669,-0.87804,1.15005,-0.956019,-0.60137,0.74122,1.13324,0.381978,-0.417189,0.482334,-1.34829,0.315899,-2.86172,0.833297,-0.00260501,-0.36245,1.70874,0.797417,-0.060285,0.068423,-0.495226,-0.221403,-0.642282,-0.92054,-1.3205,0.171662,-2.35557,-0.558654,0.591069
112,67165,1.77794,0.921668,0.612842,0.494066,0.910102,-1.72531,1.24796,-0.039669,-1.07804,1.15005,-0.756019,-0.60137,0.54122,1.13324,0.381978,-0.417189,0.482334,-1.34829,0.515899,-2.66172,0.433297,-0.00260501,-0.56245,1.90874,0.597417,-0.060285,0.068423,-0.495226,-0.621403,-0.642282,-1.32054,-1.3205,-0.028338,-2.15557,-0.358654,0.591069
112,67162,1.97794,1.52167,0.412842,0.294066,0.710102,-0.92531,1.24796,0.160331,-1.07804,1.55005,-0.756019,0.598633,0.74122,-0.66676,0.581978,0.382811,0.282334,-0.74829,0.315899,-1.26172,0.433297,0.397395,-0.36245,2.10874,0.597417,0.339715,0.068423,-0.495226,-0.221403,-0.042282,-1.32054,-0.7205,-0.228338,-2.55557,-0.358654,0.191069
112,67158,1.97794,1.32167,0.412842,0.494066,0.710102,-1.52531,1.24796,-0.039669,-1.27804,1.75005,-0.756019,-0.001367,0.74122,-0.46676,0.581978,0.382811,0.082334,-0.54829,0.315899,-1.06172,0.433297,0.197395,-0.36245,1.90874,0.597417,0.139715,0.068423,-0.295226,-0.221403,-0.242282,-1.32054,-0.5205,-0.228338,-2.55557,-0.558654,0.391069
112,67128,1.97794,1.32167,0.412842,0.294066,0.710102,-1.72531,1.44796,-0.039669,-1.07804,1.75005,-0.556019,-0.201367,0.94122,-0.26676,0.581978,0.582811,0.482334,-0.74829,0.315899,-1.06172,0.833297,0.197395,-0.36245,1.90874,0.797417,0.339715,0.268423,-0.495226,-0.221403,-0.442282,-1.32054,-0.9205,-0.228338,-2.35557,-0.558654,0.191069
112,67126,1.77794,1.32167,0.412842,0.294066,0.910102,-1.52531,1.44796,-0.039669,-0.87804,1.75005,-0.756019,-0.201367,1.14122,-0.26676,0.781978,0.582811,0.282334,-0.74829,0.515899,-1.26172,0.833297,-0.00260501,-0.56245,1.90874,0.597417,0.339715,-0.131577,-0.495226,-0.221403,-0.442282,-1.52054,-0.7205,-0.228338,-2.35557,-0.358654,0.191069
112,67092,1.77794,1.12167,0.212842,0.494066,0.510102,-1.72531,1.24796,-0.039669,-1.27804,1.15005,-0.756019,-0.60137,0.74122,0.53324,0.381978,-0.417189,0.682334,-1.34829,0.315899,-2.46172,0.633297,0.197395,-0.36245,1.90874,0.797417,-0.060285,0.068423,-0.495226,-0.221403,-0.642282,-1.32054,-1.3205,-0.228338,-2.15557,-0.158654,0.791069
112,67277,1.77794,1.72167,0.412842,0.494066,0.710102,-0.92531,1.44796,0.360331,-1.27804,1.55005,-0.756019,0.398633,0.54122,-0.46676,0.381978,0.382811,0.282334,-0.74829,0.515899,-1.06172,0.633297,0.397395,-0.36245,2.10874,0.797417,0.339715,0.068423,-0.495226,-0.421403,-0.042282,-1.32054,-0.9205,-0.428338,-2.55557,-0.558654,0.191069
112,-6320,-0.804913,-0.472767,-0.0784634,0.231871,0.785443,-0.530971,-0.0856588,-0.929972,0.260849,-0.592844,-0.51219,-0.924136,0.01511,-0.143383,-0.127703,-0.07587,0.994105,0.809077,0.222187,-0.734885,0.497101,-0.938733,0.679736,0.861307,-0.288984,0.0595081,0.204061,-0.815021,0.96396,-0.554541,0.175782,0.280225,-0.910018,-0.305427,-0.409381,0.855412
112,-15912,0.68208,-0.759515,0.102604,0.630394,0.991241,-0.565401,0.432494,0.773473,0.819371,-0.457064,0.855246,0.470614,0.772062,-0.0649414,0.693223,0.485805,-0.481526,0.356136,-0.335636,0.455553,-0.7116,0.457277,0.925274,0.461855,-0.820782,0.422869,0.769087,0.305176,0.375091,-0.771567,0.588494,0.227615,-0.902523,-0.320536,-0.809611,0.980329
112,-19255,0.593576,0.691266,-0.84875,0.274108,0.406832,-0.994755,-0.429841,-0.00846565,0.35542,0.374588,0.0599394,0.516579,0.691053,-0.62927,-0.658361,0.254437,0.647318,0.107849,-0.799447,-0.414889,0.790019,-0.192919,-0.166588,-0.0765884,-0.766011,-0.774024,0.812253,-0.390143,-0.417624,-0.198928,0.686358,-0.723836,0.146155,0.471445,-0.711035,-0.429271
112,26960,1.97794,1.32167,0.612842,0.694066,0.710102,-1.32531,1.24796,-0.439669,-0.87804,1.55005,-0.756019,-0.001367,0.74122,-0.46676,0.181978,0.182811,0.482334,-0.94829,0.315899,-1.06172,0.633297,0.597395,-0.36245,2.10874,0.597417,0.139715,0.068423,-0.295226,-0.221403,-0.442282,-0.92054,-1.1205,0.171662,-2.75557,-0.558654,0.191069
