1,487,2.29801,0.925243,0.685783,-0.608202,-0.794411,0.679263,-0.202935,-0.422698,1.66531,-11.0436,13.3431,0.218547
1,252,0.740161,0.271555,0.272068,-0.310167,0.71752,-0.292135,-0.26043,-0.588651,-0.978338,0.634837,10.7785,-0.611899
1,225,-0.881967,-0.27999,0.739298,-0.120196,0.103988,-0.0259972,-0.530226,6.12864,0.403589,1.51255,0.237219,-0.351488
1,161,0.304137,-0.186208,0.607294,0.0130405,0.75902,0.588602,8.3863,-0.243202,1.64384,-0.0265266,0.518124,0.862805
1,271,-0.881967,0.0283824,0.739298,0.662426,0.103988,0.0089823,-0.530226,-0.297173,-0.596411,0.0578417,0.237219,-0.103819
1,127,-0.510028,-0.110832,-0.0601914,0.65924,9.83022,0.00244808,0.38803,-0.602797,-0.365786,-0.145638,0.264621,-0.751595
1,401,0.219374,0.259032,1.10529,0.0313355,-0.217643,-0.58728,0.752548,0.660435,-0.926354,0.110658,-0.611696,-0.910829
1,264,0.219374,-0.142844,1.10529,0.0145878,-0.217643,0.4616,0.752548,0.837547,-0.926354,1.00196,-0.611696,-0.339662
1,216,-8.71787,0.970604,-0.593053,0.899463,-0.771276,0.772516,-0.168196,-0.85786,0.759945,-0.0436091,-0.0794342,0.779267
1,123,-0.695863,-0.861548,0.607294,0.451568,0.75902,-0.249316,8.3863,-0.717303,1.64384,-0.96458,0.518124,8.28689
1,403,-14.8034,-0.27999,-0.610611,-0.120196,-0.18125,-0.0259972,-0.766746,6.12864,-0.336537,0.512548,0.121461,-0.351488
1,167,0.304137,-0.00744367,0.607294,-17.3973,1.75902,0.266117,9.3863,-0.875666,2.64384,0.707005,0.518124,-0.268193
1,212,-5.3205,0.124512,-0.834788,0.217944,-0.0713483,0.176724,0.440334,0.524003,0.0836928,0.00950158,-0.491815,-0.267801
1,187,0.304137,-0.142844,0.607294,0.0145878,1.75902,0.4616,8.3863,0.837547,2.64384,0.00195873,0.518124,-0.339662
1,398,-0.881967,-0.142844,0.739298,0.0145878,0.103988,0.4616,-0.530226,0.837547,-0.596411,0.00195873,0.237219,-0.339662
1,216,0.304137,0.552934,0.607294,-0.0493258,1.75902,-0.0835226,8.3863,0.728631,2.64384,-0.877404,0.518124,18.1945
1,388,-0.510028,0.970604,-0.0601914,0.899463,9.83022,0.772516,0.38803,-0.85786,-0.365786,-0.0436091,0.264621,1.77927
1,404,-0.695863,0.0471697,0.607294,0.668862,0.75902,0.521671,8.3863,-0.0348447,1.64384,0.646652,0.518124,0.217333
1,324,0.129767,-0.186208,0.892202,0.0130405,19.8548,0.588602,0.119975,-0.243202,-0.665711,-0.0265266,0.377898,0.862805
1,414,-0.644974,-0.00744367,0.738977,-17.3973,-0.15215,0.266117,-0.652321,-0.875666,0.0298092,0.707005,0.611293,-0.268193
1,207,1.29801,-0.00744367,0.685783,-17.3973,-0.794411,0.266117,-0.202935,-0.875666,1.66531,0.707005,13.3431,-0.268193
1,356,0.304137,-0.27999,0.607294,-0.120196,1.75902,-0.0259972,8.3863,6.12864,2.64384,0.512548,0.518124,-0.351488
1,182,1.29801,-0.142844,0.685783,0.0145878,-0.794411,0.4616,-0.202935,0.837547,1.66531,0.00195873,13.3431,-0.339662
1,510,0.129767,-0.27999,0.892202,-0.120196,19.8548,-0.0259972,1.11997,6.12864,-0.665711,0.512548,0.377898,-0.351488
1,563,0.856544,-0.988331,0.723015,1.90383,0.687151,0.88894,0.125024,-0.131922,-0.585103,-0.0416487,-0.27462,0.369624
1,196,0.304137,0.970604,0.607294,0.899463,0.75902,0.772516,8.3863,-0.85786,1.64384,-0.0436091,0.518124,0.779267
1,565,0.122441,-0.848457,0.984815,-0.269956,-0.416591,0.391844,0.84361,-16.345,-0.602052,0.585258,-0.0480686,-0.538589
1,513,2.29801,1.27155,0.685783,-0.310167,0.205589,-0.292135,-0.202935,-0.588651,1.66531,0.634837,13.3431,-0.611899
1,435,0.740161,-0.142844,0.272068,0.0145878,0.71752,0.4616,-0.26043,0.837547,-0.978338,0.00195873,10.7785,-0.339662
1,297,0.304137,0.0283824,0.607294,0.662426,0.75902,0.0089823,8.3863,-0.297173,1.64384,0.0578417,0.518124,-0.103819
1,353,0.227889,0.54874,-0.926832,-16.5203,-0.672299,-0.541999,0.288591,-0.308485,-0.37762,0.142244,-0.97071,-0.663865
1,632,0.740161,-0.142844,0.272068,0.0145878,0.71752,0.4616,0.73957,0.837547,-0.978338,1.00196,10.7785,-0.339662
1,678,1.29801,-0.861548,0.685783,0.451568,0.205589,-0.249316,-0.202935,-0.717303,1.66531,-0.96458,13.3431,8.28689
1,266,0.129767,-0.142844,0.892202,0.0145878,19.8548,0.4616,1.11997,0.837547,-0.665711,0.00195873,0.377898,-0.339662
1,709,11.007,-0.796581,-0.431544,-0.255603,0.838412,-0.867482,-0.621765,-0.711092,-0.088881,-0.420962,0.325861,-0.280001
1,281,-0.284073,-0.514288,-0.756137,0.0938674,-0.930121,-0.549257,13.4386,0.162153,-0.144156,-0.299259,0.7136,0.792603
1,223,0.304137,-0.00744367,0.607294,-17.3973,1.75902,0.266117,9.3863,-0.875666,2.64384,1.70701,0.518124,-0.268193
1,744,2.29801,0.925243,0.685783,-0.608202,-0.794411,0.679263,-0.202935,-0.422698,1.66531,-11.0436,13.3431,0.218547
1,366,-0.881967,-0.27999,0.739298,-0.120196,0.103988,-0.0259972,-0.530226,6.12864,-0.596411,1.51255,0.237219,-0.351488
1,412,-0.221556,-0.994639,3.7734,0.547359,-0.555727,0.565982,0.821893,0.187747,-0.865251,-0.148388,0.55571,0.392089
1,201,1.29801,-0.27999,0.685783,-0.120196,-0.794411,-0.0259972,-0.202935,6.12864,1.66531,0.512548,13.3431,0.648512
1,193,0.404394,-0.443825,-0.277064,-0.576343,0.629069,-0.63522,-0.28205,-6.14301,0.972843,0.97285,0.272102,0.208648
1,465,0.304137,0.970604,0.607294,0.899463,2.75902,0.772516,9.3863,-0.85786,2.64384,-0.0436091,0.518124,0.779267
1,313,0.129767,-0.27999,0.892202,-0.120196,19.8548,-0.0259972,1.11997,6.12864,-0.665711,1.51255,0.377898,-0.351488
1,745,1.29801,-0.27999,1.68578,-0.120196,-0.794411,-0.0259972,-0.202935,6.12864,1.66531,0.512548,13.3431,-0.351488
1,96,0.129767,0.72001,0.892202,-0.120196,19.8548,-0.0259972,1.11997,6.12864,-0.665711,0.512548,0.377898,-0.351488
1,318,-0.881967,-0.00744367,0.739298,-17.3973,0.103988,0.266117,-0.530226,-0.875666,-0.596411,0.707005,0.237219,-0.268193
1,508,0.304137,-0.27999,1.60729,-0.120196,0.75902,0.974003,8.3863,6.12864,1.64384,1.51255,0.518124,-0.351488
